collection,variable,type,size_kb_per_event,doc
HLT,HLT_Mu9_Barrel_L1HP10_IP6,bool,0.0001708984375,Trigger/flag bit (process: HLT)
HLT,HLT_PFHT1050,bool,0.000158203125,Trigger/flag bit (process: HLT)
HLT,HLT_PFHT180,bool,0.0001611328125,Trigger/flag bit (process: HLT)
HLT,HLT_PFHT250,bool,0.0001611328125,Trigger/flag bit (process: HLT)
HLT,HLT_PFHT250_QuadPFJet25,bool,0.0001689453125,Trigger/flag bit (process: HLT)
HLT,HLT_PFHT250_QuadPFJet25_PNet1BTag0p20_PNet1Tauh0p50,bool,0.0001962890625,Trigger/flag bit (process: HLT)
HLT,HLT_PFHT250_QuadPFJet25_PNet2BTagMean0p55,bool,0.0001865234375,Trigger/flag bit (process: HLT)
HLT,HLT_PFHT250_QuadPFJet30_PNet1BTag0p20_PNet1Tauh0p50,bool,0.0001962890625,Trigger/flag bit (process: HLT)
HLT,HLT_PFHT250_QuadPFJet30_PNet2BTagMean0p55,bool,0.0001865234375,Trigger/flag bit (process: HLT)
HLT,HLT_PFHT280_QuadPFJet30,bool,0.0001689453125,Trigger/flag bit (process: HLT)
HLT,HLT_PFHT280_QuadPFJet30_PNet1BTag0p20_PNet1Tauh0p50,bool,0.0001962890625,Trigger/flag bit (process: HLT)
HLT,HLT_PFHT280_QuadPFJet30_PNet2BTagMean0p55,bool,0.0001865234375,Trigger/flag bit (process: HLT)
HLT,HLT_PFHT280_QuadPFJet30_PNet2BTagMean0p60,bool,0.0001865234375,Trigger/flag bit (process: HLT)
HLT,HLT_PFHT280_QuadPFJet35_PNet2BTagMean0p60,bool,0.0001865234375,Trigger/flag bit (process: HLT)
HLT,HLT_PFHT330PT30_QuadPFJet_75_60_45_40,bool,0.0001826171875,Trigger/flag bit (process: HLT)
HLT,HLT_PFHT330PT30_QuadPFJet_75_60_45_40_PNet3BTag_2p0,bool,0.0001962890625,Trigger/flag bit (process: HLT)
HLT,HLT_PFHT330PT30_QuadPFJet_75_60_45_40_PNet3BTag_4p3,bool,0.0001962890625,Trigger/flag bit (process: HLT)
HLT,HLT_PFHT330PT30_QuadPFJet_75_60_45_40_TriplePFBTagDeepJet_4p5,bool,0.0002060546875,Trigger/flag bit (process: HLT)
HLT,HLT_PFHT340_QuadPFJet70_50_40_40_PNet2BTagMean0p70,bool,0.0001953125,Trigger/flag bit (process: HLT)
HLT,HLT_PFHT350,bool,0.0001572265625,Trigger/flag bit (process: HLT)
HLT,HLT_PFHT370,bool,0.0001572265625,Trigger/flag bit (process: HLT)
HLT,HLT_PFHT400_FivePFJet_120_120_60_30_30,bool,0.00018359375,Trigger/flag bit (process: HLT)
HLT,HLT_PFHT400_FivePFJet_120_120_60_30_30_PNet2BTag_4p3,bool,0.000197265625,Trigger/flag bit (process: HLT)
HLT,HLT_PFHT400_FivePFJet_120_120_60_30_30_PNet2BTag_5p6,bool,0.000197265625,Trigger/flag bit (process: HLT)
HLT,HLT_PFHT400_SixPFJet32,bool,0.00016796875,Trigger/flag bit (process: HLT)
HLT,HLT_PFHT400_SixPFJet32_PNet2BTagMean0p50,bool,0.000185546875,Trigger/flag bit (process: HLT)
HLT,HLT_PFHT430,bool,0.0001572265625,Trigger/flag bit (process: HLT)
HLT,HLT_PFHT450_SixPFJet36,bool,0.00016796875,Trigger/flag bit (process: HLT)
HLT,HLT_PFHT450_SixPFJet36_PNetBTag0p35,bool,0.0001806640625,Trigger/flag bit (process: HLT)
HLT,HLT_PFHT500_PFMET100_PFMHT100_IDTight,bool,0.0001826171875,Trigger/flag bit (process: HLT)
HLT,HLT_PFHT500_PFMET110_PFMHT110_IDTight,bool,0.0001826171875,Trigger/flag bit (process: HLT)
HLT,HLT_PFHT510,bool,0.0001572265625,Trigger/flag bit (process: HLT)
HLT,HLT_PFHT590,bool,0.0001572265625,Trigger/flag bit (process: HLT)
HLT,HLT_PFHT680,bool,0.0001572265625,Trigger/flag bit (process: HLT)
HLT,HLT_PFHT700_PFMET85_PFMHT85_IDTight,bool,0.0001806640625,Trigger/flag bit (process: HLT)
HLT,HLT_PFHT780,bool,0.0001572265625,Trigger/flag bit (process: HLT)
HLT,HLT_PFHT800_PFMET75_PFMHT75_IDTight,bool,0.0001806640625,Trigger/flag bit (process: HLT)
HLT,HLT_PFHT890,bool,0.0001572265625,Trigger/flag bit (process: HLT)
HLT,HLT_PFJet110,bool,0.000162109375,Trigger/flag bit (process: HLT)
HLT,HLT_PFJet140,bool,0.000158203125,Trigger/flag bit (process: HLT)
HLT,HLT_PFJet200,bool,0.000158203125,Trigger/flag bit (process: HLT)
HLT,HLT_PFJet200_TimeGt2p5ns,bool,0.000169921875,Trigger/flag bit (process: HLT)
HLT,HLT_PFJet200_TimeLtNeg2p5ns,bool,0.0001728515625,Trigger/flag bit (process: HLT)
HLT,HLT_PFJet260,bool,0.000158203125,Trigger/flag bit (process: HLT)
HLT,HLT_PFJet320,bool,0.000158203125,Trigger/flag bit (process: HLT)
HLT,HLT_PFJet40,bool,0.0002978515625,Trigger/flag bit (process: HLT)
HLT,HLT_PFJet400,bool,0.000158203125,Trigger/flag bit (process: HLT)
HLT,HLT_PFJet40_GPUvsCPU,bool,0.000166015625,Trigger/flag bit (process: HLT)
HLT,HLT_PFJet450,bool,0.000158203125,Trigger/flag bit (process: HLT)
HLT,HLT_PFJet500,bool,0.000158203125,Trigger/flag bit (process: HLT)
HLT,HLT_PFJet550,bool,0.000158203125,Trigger/flag bit (process: HLT)
HLT,HLT_PFJet60,bool,0.0001923828125,Trigger/flag bit (process: HLT)
HLT,HLT_PFJet80,bool,0.0001689453125,Trigger/flag bit (process: HLT)
HLT,HLT_PFJetFwd140,bool,0.0001611328125,Trigger/flag bit (process: HLT)
HLT,HLT_PFJetFwd200,bool,0.0001611328125,Trigger/flag bit (process: HLT)
HLT,HLT_PFJetFwd260,bool,0.0001611328125,Trigger/flag bit (process: HLT)
HLT,HLT_PFJetFwd320,bool,0.0001611328125,Trigger/flag bit (process: HLT)
HLT,HLT_PFJetFwd40,bool,0.0002265625,Trigger/flag bit (process: HLT)
HLT,HLT_PFJetFwd400,bool,0.0001611328125,Trigger/flag bit (process: HLT)
HLT,HLT_PFJetFwd450,bool,0.0001611328125,Trigger/flag bit (process: HLT)
HLT,HLT_PFJetFwd500,bool,0.0001611328125,Trigger/flag bit (process: HLT)
HLT,HLT_PFJetFwd60,bool,0.00017578125,Trigger/flag bit (process: HLT)
HLT,HLT_PFJetFwd80,bool,0.0001640625,Trigger/flag bit (process: HLT)
HLT,HLT_PFMET105_IsoTrk50,bool,0.0001669921875,Trigger/flag bit (process: HLT)
HLT,HLT_PFMET120_PFMHT120_IDTight,bool,0.0001748046875,Trigger/flag bit (process: HLT)
HLT,HLT_PFMET120_PFMHT120_IDTight_PFHT60,bool,0.000181640625,Trigger/flag bit (process: HLT)
HLT,HLT_PFMET130_PFMHT130_IDTight,bool,0.0001748046875,Trigger/flag bit (process: HLT)
HLT,HLT_PFMET140_PFMHT140_IDTight,bool,0.0001748046875,Trigger/flag bit (process: HLT)
HLT,HLT_PFMET200_BeamHaloCleaned,bool,0.000173828125,Trigger/flag bit (process: HLT)
HLT,HLT_PFMET200_NotCleaned,bool,0.0001689453125,Trigger/flag bit (process: HLT)
HLT,HLT_PFMET250_NotCleaned,bool,0.0001689453125,Trigger/flag bit (process: HLT)
HLT,HLT_PFMET300_NotCleaned,bool,0.0001689453125,Trigger/flag bit (process: HLT)
HLT,HLT_PFMETNoMu110_PFMHTNoMu110_IDTight_FilterHF,bool,0.00019140625,Trigger/flag bit (process: HLT)
HLT,HLT_PFMETNoMu120_PFMHTNoMu120_IDTight,bool,0.0001826171875,Trigger/flag bit (process: HLT)
HLT,HLT_PFMETNoMu120_PFMHTNoMu120_IDTight_FilterHF,bool,0.00019140625,Trigger/flag bit (process: HLT)
HLT,HLT_PFMETNoMu120_PFMHTNoMu120_IDTight_PFHT60,bool,0.000189453125,Trigger/flag bit (process: HLT)
HLT,HLT_PFMETNoMu130_PFMHTNoMu130_IDTight,bool,0.0001826171875,Trigger/flag bit (process: HLT)
HLT,HLT_PFMETNoMu130_PFMHTNoMu130_IDTight_FilterHF,bool,0.00019140625,Trigger/flag bit (process: HLT)
HLT,HLT_PFMETNoMu140_PFMHTNoMu140_IDTight,bool,0.0001826171875,Trigger/flag bit (process: HLT)
HLT,HLT_PFMETNoMu140_PFMHTNoMu140_IDTight_FilterHF,bool,0.00019140625,Trigger/flag bit (process: HLT)
HLT,HLT_PFMETTypeOne140_PFMHT140_IDTight,bool,0.000181640625,Trigger/flag bit (process: HLT)
HLT,HLT_PFMETTypeOne200_BeamHaloCleaned,bool,0.0001806640625,Trigger/flag bit (process: HLT)
HLT,HLT_PPSMaxTracksPerArm1,bool,0.0002001953125,Trigger/flag bit (process: HLT)
HLT,HLT_PPSMaxTracksPerRP4,bool,0.00026953125,Trigger/flag bit (process: HLT)
HLT,HLT_PPSRandom,bool,0.0001591796875,Trigger/flag bit (process: HLT)
HLT,HLT_Photon100EBHE10,bool,0.0001650390625,Trigger/flag bit (process: HLT)
HLT,HLT_Photon110EB_TightID_TightIso,bool,0.000177734375,Trigger/flag bit (process: HLT)
HLT,HLT_Photon110EB_TightID_TightIso_AK8CaloJet30,bool,0.0001904296875,Trigger/flag bit (process: HLT)
HLT,HLT_Photon110EB_TightID_TightIso_AK8PFJet30,bool,0.0001884765625,Trigger/flag bit (process: HLT)
HLT,HLT_Photon110EB_TightID_TightIso_CaloJet30,bool,0.0001875,Trigger/flag bit (process: HLT)
HLT,HLT_Photon110EB_TightID_TightIso_PFJet30,bool,0.000185546875,Trigger/flag bit (process: HLT)
HLT,HLT_Photon120,bool,0.0001591796875,Trigger/flag bit (process: HLT)
HLT,HLT_Photon120_R9Id90_HE10_IsoM,bool,0.00017578125,Trigger/flag bit (process: HLT)
HLT,HLT_Photon150,bool,0.0001591796875,Trigger/flag bit (process: HLT)
HLT,HLT_Photon165_R9Id90_HE10_IsoM,bool,0.00017578125,Trigger/flag bit (process: HLT)
HLT,HLT_Photon175,bool,0.0001591796875,Trigger/flag bit (process: HLT)
HLT,HLT_Photon200,bool,0.0001591796875,Trigger/flag bit (process: HLT)
HLT,HLT_Photon20_HoverELoose,bool,0.000177734375,Trigger/flag bit (process: HLT)
HLT,HLT_Photon300_NoHE,bool,0.0001640625,Trigger/flag bit (process: HLT)
HLT,HLT_Photon30EB_TightID_TightIso,bool,0.0001767578125,Trigger/flag bit (process: HLT)
HLT,HLT_Photon30_HoverELoose,bool,0.000173828125,Trigger/flag bit (process: HLT)
HLT,HLT_Photon32_OneProng32_M50To105,bool,0.000177734375,Trigger/flag bit (process: HLT)
HLT,HLT_Photon33,bool,0.000158203125,Trigger/flag bit (process: HLT)
HLT,HLT_Photon34_R9Id90_CaloIdL_IsoL_DisplacedIdL_MediumChargedIsoDisplacedPFTauHPS34,bool,0.0002255859375,Trigger/flag bit (process: HLT)
HLT,HLT_Photon35_TwoProngs35,bool,0.000169921875,Trigger/flag bit (process: HLT)
HLT,HLT_Photon40EB,bool,0.00016015625,Trigger/flag bit (process: HLT)
HLT,HLT_Photon40EB_TightID_TightIso,bool,0.0001767578125,Trigger/flag bit (process: HLT)
HLT,HLT_Photon45EB,bool,0.00016015625,Trigger/flag bit (process: HLT)
HLT,HLT_Photon45EB_TightID_TightIso,bool,0.0001767578125,Trigger/flag bit (process: HLT)
HLT,HLT_Photon50,bool,0.000158203125,Trigger/flag bit (process: HLT)
HLT,HLT_Photon50EB,bool,0.00016015625,Trigger/flag bit (process: HLT)
HLT,HLT_Photon50EB_TightID_TightIso,bool,0.0001767578125,Trigger/flag bit (process: HLT)
HLT,HLT_Photon50EB_TightID_TightIso_AK8CaloJet30,bool,0.000189453125,Trigger/flag bit (process: HLT)
HLT,HLT_Photon50EB_TightID_TightIso_AK8PFJet30,bool,0.0001875,Trigger/flag bit (process: HLT)
HLT,HLT_Photon50EB_TightID_TightIso_CaloJet30,bool,0.0001865234375,Trigger/flag bit (process: HLT)
HLT,HLT_Photon50EB_TightID_TightIso_PFJet30,bool,0.0001845703125,Trigger/flag bit (process: HLT)
HLT,HLT_Photon50_R9Id90_HE10_IsoM,bool,0.0001748046875,Trigger/flag bit (process: HLT)
HLT,HLT_Photon50_TimeGt2p5ns,bool,0.000169921875,Trigger/flag bit (process: HLT)
HLT,HLT_Photon50_TimeLtNeg2p5ns,bool,0.0001728515625,Trigger/flag bit (process: HLT)
HLT,HLT_Photon55EB_TightID_TightIso,bool,0.0001767578125,Trigger/flag bit (process: HLT)
HLT,HLT_Photon60_R9Id90_CaloIdL_IsoL_DisplacedIdL_PFHT350,bool,0.0001982421875,Trigger/flag bit (process: HLT)
HLT,HLT_Photon60_R9Id90_CaloIdL_IsoL_DisplacedIdL_PFHT380,bool,0.0001982421875,Trigger/flag bit (process: HLT)
HLT,HLT_Photon60_R9Id90_CaloIdL_IsoL_DisplacedIdL_PFHT400,bool,0.0001982421875,Trigger/flag bit (process: HLT)
HLT,HLT_Photon60_R9Id90_HE10_IsoM_EBOnly_PFJetsMJJ300DEta3,bool,0.00019921875,Trigger/flag bit (process: HLT)
HLT,HLT_Photon75,bool,0.000158203125,Trigger/flag bit (process: HLT)
HLT,HLT_Photon75EB_TightID_TightIso,bool,0.0001767578125,Trigger/flag bit (process: HLT)
HLT,HLT_Photon75_R9Id90_HE10_IsoM,bool,0.0001748046875,Trigger/flag bit (process: HLT)
HLT,HLT_Photon75_R9Id90_HE10_IsoM_EBOnly_PFJetsMJJ300DEta3,bool,0.00019921875,Trigger/flag bit (process: HLT)
HLT,HLT_Photon90,bool,0.000158203125,Trigger/flag bit (process: HLT)
HLT,HLT_Photon90EB_TightID_TightIso,bool,0.0001767578125,Trigger/flag bit (process: HLT)
HLT,HLT_Photon90_R9Id90_HE10_IsoM,bool,0.0001748046875,Trigger/flag bit (process: HLT)
HLT,HLT_Physics,bool,0.0001572265625,Trigger/flag bit (process: HLT)
HLT,HLT_QuadPFJet100_88_70_30,bool,0.0001708984375,Trigger/flag bit (process: HLT)
HLT,HLT_QuadPFJet100_88_70_30_PNet1CvsAll0p5_VBF3Tight,bool,0.0001953125,Trigger/flag bit (process: HLT)
HLT,HLT_QuadPFJet103_88_75_15,bool,0.0001708984375,Trigger/flag bit (process: HLT)
HLT,HLT_QuadPFJet103_88_75_15_PNet2BTag_0p4_0p12_VBF1,bool,0.0001943359375,Trigger/flag bit (process: HLT)
HLT,HLT_QuadPFJet103_88_75_15_PNetBTag_0p4_VBF2,bool,0.0001884765625,Trigger/flag bit (process: HLT)
HLT,HLT_QuadPFJet105_88_75_30,bool,0.0001708984375,Trigger/flag bit (process: HLT)
HLT,HLT_QuadPFJet105_88_75_30_PNet1CvsAll0p5_VBF3Tight,bool,0.0001953125,Trigger/flag bit (process: HLT)
HLT,HLT_QuadPFJet105_88_76_15,bool,0.0001708984375,Trigger/flag bit (process: HLT)
HLT,HLT_QuadPFJet105_88_76_15_PNet2BTag_0p4_0p12_VBF1,bool,0.0001943359375,Trigger/flag bit (process: HLT)
HLT,HLT_QuadPFJet105_88_76_15_PNetBTag_0p4_VBF2,bool,0.0001884765625,Trigger/flag bit (process: HLT)
HLT,HLT_QuadPFJet111_90_80_15,bool,0.0001708984375,Trigger/flag bit (process: HLT)
HLT,HLT_QuadPFJet111_90_80_15_PNet2BTag_0p4_0p12_VBF1,bool,0.0001943359375,Trigger/flag bit (process: HLT)
HLT,HLT_QuadPFJet111_90_80_15_PNetBTag_0p4_VBF2,bool,0.0001884765625,Trigger/flag bit (process: HLT)
HLT,HLT_QuadPFJet111_90_80_30,bool,0.0001708984375,Trigger/flag bit (process: HLT)
HLT,HLT_QuadPFJet111_90_80_30_PNet1CvsAll0p6_VBF3Tight,bool,0.0001953125,Trigger/flag bit (process: HLT)
HLT,HLT_Random,bool,0.00015625,Trigger/flag bit (process: HLT)
HLT,HLT_SingleEle8,bool,0.00016015625,Trigger/flag bit (process: HLT)
HLT,HLT_SingleEle8_SingleEGL1,bool,0.0002060546875,Trigger/flag bit (process: HLT)
HLT,HLT_SinglePNetTauhPFJet130_Loose_L2NN_eta2p3,bool,0.000189453125,Trigger/flag bit (process: HLT)
HLT,HLT_SinglePNetTauhPFJet130_Medium_L2NN_eta2p3,bool,0.0001904296875,Trigger/flag bit (process: HLT)
HLT,HLT_SinglePNetTauhPFJet130_Tight_L2NN_eta2p3,bool,0.000189453125,Trigger/flag bit (process: HLT)
HLT,HLT_Tau3Mu_Mu7_Mu1_TkMu1_IsoTau15,bool,0.0001787109375,Trigger/flag bit (process: HLT)
HLT,HLT_Tau3Mu_Mu7_Mu1_TkMu1_IsoTau15_Charge1,bool,0.0001865234375,Trigger/flag bit (process: HLT)
HLT,HLT_Tau3Mu_Mu7_Mu1_TkMu1_Tau15,bool,0.00017578125,Trigger/flag bit (process: HLT)
HLT,HLT_Tau3Mu_Mu7_Mu1_TkMu1_Tau15_Charge1,bool,0.00018359375,Trigger/flag bit (process: HLT)
HLT,HLT_Trimuon5_3p5_2_Upsilon_Muon,bool,0.0001767578125,Trigger/flag bit (process: HLT)
HLT,HLT_TrimuonOpen_5_3p5_2_Upsilon_Muon,bool,0.000181640625,Trigger/flag bit (process: HLT)
HLT,HLT_TripleMu_10_5_5_DZ,bool,0.00016796875,Trigger/flag bit (process: HLT)
HLT,HLT_TripleMu_12_10_5,bool,0.000166015625,Trigger/flag bit (process: HLT)
HLT,HLT_TripleMu_5_3_3_Mass3p8_DCA,bool,0.00017578125,Trigger/flag bit (process: HLT)
HLT,HLT_TripleMu_5_3_3_Mass3p8_DZ,bool,0.0001748046875,Trigger/flag bit (process: HLT)
HLT,HLT_TrkMu12_DoubleTrkMu5NoFiltersNoVtx,bool,0.00018359375,Trigger/flag bit (process: HLT)
HLT,HLT_UncorrectedJetE30_NoBPTX,bool,0.000173828125,Trigger/flag bit (process: HLT)
HLT,HLT_UncorrectedJetE30_NoBPTX3BX,bool,0.0001767578125,Trigger/flag bit (process: HLT)
HLT,HLT_UncorrectedJetE60_NoBPTX3BX,bool,0.0001767578125,Trigger/flag bit (process: HLT)
HLT,HLT_UncorrectedJetE70_NoBPTX3BX,bool,0.0001767578125,Trigger/flag bit (process: HLT)
HLT,HLT_VBF_DiPFJet125_45_Mjj1050,bool,0.0001748046875,Trigger/flag bit (process: HLT)
HLT,HLT_VBF_DiPFJet125_45_Mjj1200,bool,0.0001748046875,Trigger/flag bit (process: HLT)
HLT,HLT_VBF_DiPFJet45_Mjj650_MediumDeepTauPFTauHPS45_L2NN_eta2p1,bool,0.000205078125,Trigger/flag bit (process: HLT)
HLT,HLT_VBF_DiPFJet45_Mjj650_PNetTauhPFJet45_L2NN_eta2p3,bool,0.000197265625,Trigger/flag bit (process: HLT)
HLT,HLT_VBF_DiPFJet45_Mjj750_MediumDeepTauPFTauHPS45_L2NN_eta2p1,bool,0.000205078125,Trigger/flag bit (process: HLT)
HLT,HLT_VBF_DiPFJet45_Mjj750_PNetTauhPFJet45_L2NN_eta2p3,bool,0.000197265625,Trigger/flag bit (process: HLT)
HLT,HLT_VBF_DiPFJet50_Mjj600_Ele22_eta2p1_WPTight_Gsf,bool,0.0001943359375,Trigger/flag bit (process: HLT)
HLT,HLT_VBF_DiPFJet50_Mjj650_Ele22_eta2p1_WPTight_Gsf,bool,0.0001943359375,Trigger/flag bit (process: HLT)
HLT,HLT_VBF_DiPFJet50_Mjj650_Photon22,bool,0.0001787109375,Trigger/flag bit (process: HLT)
HLT,HLT_VBF_DiPFJet50_Mjj750_Photon22,bool,0.0001787109375,Trigger/flag bit (process: HLT)
HLT,HLT_VBF_DiPFJet75_45_Mjj800_DiPFJet60,bool,0.0001826171875,Trigger/flag bit (process: HLT)
HLT,HLT_VBF_DiPFJet75_45_Mjj850_DiPFJet60,bool,0.0001826171875,Trigger/flag bit (process: HLT)
HLT,HLT_VBF_DiPFJet80_45_Mjj650_PFMETNoMu85,bool,0.0001845703125,Trigger/flag bit (process: HLT)
HLT,HLT_VBF_DiPFJet80_45_Mjj750_PFMETNoMu85,bool,0.0001845703125,Trigger/flag bit (process: HLT)
HLT,HLT_VBF_DiPFJet95_45_Mjj750_Mu3_TrkIsoVVL,bool,0.0001865234375,Trigger/flag bit (process: HLT)
HLT,HLT_VBF_DiPFJet95_45_Mjj850_Mu3_TrkIsoVVL,bool,0.0001865234375,Trigger/flag bit (process: HLT)
HLT,HLT_VBF_DoubleMediumDeepTauPFTauHPS20_eta2p1,bool,0.000189453125,Trigger/flag bit (process: HLT)
HLT,HLT_VBF_DoublePNetTauhPFJet20_eta2p2,bool,0.000181640625,Trigger/flag bit (process: HLT)
HLT,HLT_ZeroBias,bool,0.000158203125,Trigger/flag bit (process: HLT)
HLT,HLT_ZeroBias_Alignment,bool,0.00016796875,Trigger/flag bit (process: HLT)
HLT,HLT_ZeroBias_Beamspot,bool,0.0002177734375,Trigger/flag bit (process: HLT)
HLT,HLT_ZeroBias_FirstBXAfterTrain,bool,0.00017578125,Trigger/flag bit (process: HLT)
HLT,HLT_ZeroBias_FirstCollisionAfterAbortGap,bool,0.000185546875,Trigger/flag bit (process: HLT)
HLT,HLT_ZeroBias_FirstCollisionInTrain,bool,0.0001796875,Trigger/flag bit (process: HLT)
HLT,HLT_ZeroBias_IsolatedBunches,bool,0.000173828125,Trigger/flag bit (process: HLT)
HLT,HLT_ZeroBias_LastCollisionInTrain,bool,0.0001787109375,Trigger/flag bit (process: HLT)
Jet,Jet_area,float[],0.005291015625,jet area
Jet,Jet_chEmEF,float[],0.00135546875,charged Electromagnetic Energy Fraction
Jet,Jet_chHEF,float[],0.0063232421875,charged Hadron Energy Fraction
Jet,Jet_chMultiplicity,uint8_t[],0.003046875,(Puppi-weighted) Number of charged particles in the jet
Jet,Jet_eta,float[],0.0125009765625,eta
Jet,Jet_genJetIdx,int16_t[],0.0010966796875,index of matched gen jet
Jet,Jet_hfEmEF,float[],0.0012421875,electromagnetic Energy Fraction in HF
Jet,Jet_hfHEF,float[],0.0027373046875,hadronic Energy Fraction in HF
Jet,Jet_mass,float[],0.011267578125,mass
Jet,Jet_muEF,float[],0.001423828125,muon Energy Fraction
Jet,Jet_nConstituents,uint8_t[],0.0031904296875,Number of particles in the jet
Jet,Jet_neEmEF,float[],0.00388671875,neutral Electromagnetic Energy Fraction
Jet,Jet_neHEF,float[],0.0060107421875,neutral Hadron Energy Fraction
Jet,Jet_neMultiplicity,uint8_t[],0.00247265625,(Puppi-weighted) Number of neutral particles in the jet
Jet,Jet_phi,float[],0.0127158203125,phi
Jet,Jet_pt,float[],0.01913671875,pt
Jet,Jet_rawFactor,float[],0.0068818359375,1 - Factor to get back to raw pT
L1Reco,L1Reco_step,bool,0.0001572265625,Trigger/flag bit (process: RECO)
L1simulation,L1simulation_step,bool,0.0001630859375,Trigger/flag bit (process: HLT)
MC,MC_PFScouting,bool,0.0001591796875,Trigger/flag bit (process: HLT)
Muon,Muon_charge,int32_t[],0.0019501953125,electric charge
Muon,Muon_eta,float[],0.008927734375,eta
Muon,Muon_looseId,bool[],0.001345703125,muon is loose muon
Muon,Muon_mass,float[],0.0017177734375,mass
Muon,Muon_mediumId,bool[],0.0015263671875,"cut-based ID, medium WP"
Muon,Muon_pdgId,int32_t[],0.0019296875,PDG code assigned by the event reconstruction (not by MC truth)
Muon,Muon_pfIsoId,uint8_t[],0.001951171875,"PFIso ID from miniAOD selector (1=PFIsoVeryLoose, 2=PFIsoLoose, 3=PFIsoMedium, 4=PFIsoTight, 5=PFIsoVeryTight, 6=PFIsoVeryVeryTight)"
Muon,Muon_pfRelIso04_all,float[],0.0051962890625,"PF relative isolation, dR=0.4, delta-beta corrected"
Muon,Muon_phi,float[],0.009732421875,phi
Muon,Muon_pt,float[],0.0129658203125,pt
Muon,Muon_tightId,bool[],0.000970703125,"cut-based ID, tight WP"
PFCand,PFCand_caloEnergy,float[],1.6768125,Stored ECAL+HCAL energy
PFCand,PFCand_caloFraction,float[],1.36383984375,(ECAL+HCAL energy)/candidate energy
PFCand,PFCand_charge,int32_t[],0.482125,PF candidate electric charge
PFCand,PFCand_dxy,float[],2.86156640625,dxy relative to associated PV
PFCand,PFCand_dz,float[],1.54712890625,dz relative to associated PV
PFCand,PFCand_ecalEnergy,float[],0.95126171875,Stored ECAL energy
PFCand,PFCand_energy,float[],3.2742421875,PF candidate energy
PFCand,PFCand_eta,float[],2.28303125,PF candidate eta
PFCand,PFCand_fromPV,int32_t[],0.4558671875,PackedCandidate PV association
PFCand,PFCand_hcalEnergy,float[],1.50858203125,Stored HCAL energy
PFCand,PFCand_hcalFraction,float[],1.5273125,HCAL fraction of calorimeter energy
PFCand,PFCand_isIsolatedChargedHadron,bool[],0.03254296875,MiniAOD isolated charged-hadron flag
PFCand,PFCand_mass,float[],0.67706640625,PF candidate mass
PFCand,PFCand_pdgId,int32_t[],0.5925625,PF candidate PDG/PF type
PFCand,PFCand_phi,float[],3.3365546875,PF candidate phi
PFCand,PFCand_pt,float[],3.09450390625,Unweighted PF candidate pT
PFCand,PFCand_ptTrk,float[],3.09594921875,Track transverse momentum stored in PackedCandidate
PFCand,PFCand_puppiWeight,float[],0.2153203125,Existing PUPPI weight
PFCand,PFCand_puppiWeightNoLep,float[],0.22723828125,Existing no-lepton PUPPI weight
PFCand,PFCand_rawCaloEnergy,float[],0.09708203125,Raw ECAL+HCAL energy for isolated charged hadrons
PFCand,PFCand_rawCaloFraction,float[],0.0976796875,Raw (ECAL+HCAL)/candidate energy for isolated charged hadrons
PFCand,PFCand_rawEcalEnergy,float[],0.09239453125,Raw ECAL energy for isolated charged hadrons
PFCand,PFCand_rawHcalEnergy,float[],0.09032421875,Raw HCAL energy for isolated charged hadrons
PFCand,PFCand_rawHcalFraction,float[],0.09065625,Raw HCAL fraction for isolated charged hadrons
PFPuppiRhoStrip,PFPuppiRhoStrip_area,float[],0.318359375,eta-phi strip area
PFPuppiRhoStrip,PFPuppiRhoStrip_dEta,float[],0.326171875,eta bin width
PFPuppiRhoStrip,PFPuppiRhoStrip_dPhi,float[],0.244140625,phi bin width
PFPuppiRhoStrip,PFPuppiRhoStrip_eta,float[],0.3720703125,eta center
PFPuppiRhoStrip,PFPuppiRhoStrip_etaBin,int32_t[],0.35546875,"generic eta-bin id: signed HCAL ieta if useHCALGeometry, otherwise custom eta-bin index"
PFPuppiRhoStrip,PFPuppiRhoStrip_etaMax,float[],0.37890625,upper eta edge
PFPuppiRhoStrip,PFPuppiRhoStrip_etaMin,float[],0.37890625,lower eta edge
PFPuppiRhoStrip,PFPuppiRhoStrip_iEta,int32_t[],0.388671875,"HCAL ieta when useHCALGeometry=true, otherwise 0"
PFPuppiRhoStrip,PFPuppiRhoStrip_iPhi,int32_t[],0.388671875,"HCAL iphi when useHCALGeometry=true, otherwise 0"
PFPuppiRhoStrip,PFPuppiRhoStrip_n,uint16_t[],0.959689453125,number of PF candidates in this eta-phi strip
PFPuppiRhoStrip,PFPuppiRhoStrip_nChargedHadron,uint16_t[],0.86099609375,number of charged-hadron PF candidates in this eta-phi strip
PFPuppiRhoStrip,PFPuppiRhoStrip_nElectron,uint16_t[],0.080310546875,number of electron PF candidates in this eta-phi strip
